Epoch,Accuracy
1,0.29508196721311475
2,0.29508196721311475
3,0.29508196721311475
4,0.29508196721311475
5,0.29508196721311475
6,0.29508196721311475
7,0.29508196721311475
8,0.29508196721311475
9,0.29508196721311475
10,0.29508196721311475
11,0.29508196721311475
12,0.29508196721311475
13,0.29508196721311475
14,0.29508196721311475
15,0.29508196721311475
16,0.29508196721311475
17,0.29508196721311475
18,0.29508196721311475
19,0.29508196721311475
20,0.29508196721311475
21,0.29508196721311475
22,0.29508196721311475
23,0.29508196721311475
24,0.29508196721311475
25,0.29508196721311475
26,0.29508196721311475
27,0.29508196721311475
28,0.29508196721311475
29,0.29508196721311475
30,0.29508196721311475
31,0.29508196721311475
32,0.29508196721311475
33,0.29508196721311475
34,0.29508196721311475
35,0.29508196721311475
36,0.29508196721311475
37,0.29508196721311475
38,0.29508196721311475
39,0.29508196721311475
40,0.29508196721311475
41,0.29508196721311475
42,0.29508196721311475
43,0.29508196721311475
44,0.29508196721311475
45,0.29508196721311475
46,0.29508196721311475
47,0.29508196721311475
48,0.29508196721311475
49,0.29508196721311475
50,0.29508196721311475
51,0.29508196721311475
52,0.29508196721311475
53,0.29508196721311475
54,0.29508196721311475
55,0.29508196721311475
56,0.29508196721311475
57,0.29508196721311475
58,0.29508196721311475
59,0.29508196721311475
60,0.29508196721311475
61,0.29508196721311475
62,0.29508196721311475
63,0.29508196721311475
64,0.29508196721311475
65,0.29508196721311475
66,0.29508196721311475
67,0.29508196721311475
68,0.29508196721311475
69,0.29508196721311475
70,0.29508196721311475
71,0.29508196721311475
72,0.29508196721311475
73,0.29508196721311475
74,0.29508196721311475
75,0.29508196721311475
76,0.29508196721311475
77,0.29508196721311475
78,0.29508196721311475
79,0.29508196721311475
80,0.29508196721311475
81,0.29508196721311475
82,0.29508196721311475
83,0.29508196721311475
84,0.29508196721311475
85,0.29508196721311475
86,0.29508196721311475
87,0.29508196721311475
88,0.29508196721311475
89,0.29508196721311475
90,0.29508196721311475
91,0.29508196721311475
92,0.29508196721311475
93,0.29508196721311475
94,0.29508196721311475
95,0.29508196721311475
96,0.29508196721311475
97,0.29508196721311475
98,0.29508196721311475
99,0.29508196721311475
100,0.29508196721311475
101,0.29508196721311475
102,0.29508196721311475
103,0.29508196721311475
104,0.29508196721311475
105,0.29508196721311475
106,0.29508196721311475
107,0.29508196721311475
108,0.29508196721311475
109,0.29508196721311475
110,0.29508196721311475
111,0.29508196721311475
112,0.29508196721311475
113,0.29508196721311475
114,0.29508196721311475
115,0.29508196721311475
116,0.29508196721311475
117,0.29508196721311475
118,0.2965722801788376
119,0.2965722801788376
120,0.2965722801788376
121,0.2965722801788376
122,0.2965722801788376
123,0.2965722801788376
124,0.2965722801788376
125,0.2965722801788376
126,0.2965722801788376
127,0.2965722801788376
128,0.2965722801788376
129,0.2965722801788376
130,0.2965722801788376
131,0.29806259314456035
132,0.29806259314456035
133,0.29806259314456035
134,0.29806259314456035
135,0.29806259314456035
136,0.29806259314456035
137,0.29806259314456035
138,0.29806259314456035
139,0.29806259314456035
140,0.29806259314456035
141,0.29806259314456035
142,0.29806259314456035
143,0.29806259314456035
144,0.29806259314456035
145,0.29806259314456035
146,0.29806259314456035
147,0.29806259314456035
148,0.29806259314456035
149,0.29806259314456035
150,0.29806259314456035
151,0.29806259314456035
152,0.29806259314456035
153,0.29806259314456035
154,0.29806259314456035
155,0.29806259314456035
156,0.29806259314456035
157,0.29806259314456035
158,0.29806259314456035
159,0.29806259314456035
160,0.29806259314456035
161,0.29806259314456035
162,0.29806259314456035
163,0.29806259314456035
164,0.29806259314456035
165,0.29806259314456035
166,0.2995529061102832
167,0.2995529061102832
168,0.2995529061102832
169,0.2995529061102832
170,0.2995529061102832
171,0.30104321907600595
172,0.30104321907600595
173,0.30104321907600595
174,0.30104321907600595
175,0.30104321907600595
176,0.30104321907600595
177,0.30104321907600595
178,0.30104321907600595
179,0.30104321907600595
180,0.30104321907600595
181,0.30104321907600595
182,0.30104321907600595
183,0.30104321907600595
184,0.30104321907600595
185,0.30104321907600595
186,0.30104321907600595
187,0.30104321907600595
188,0.30104321907600595
189,0.30104321907600595
190,0.30104321907600595
191,0.30104321907600595
192,0.30104321907600595
193,0.30104321907600595
194,0.30104321907600595
195,0.30104321907600595
196,0.3025335320417288
197,0.3025335320417288
198,0.3025335320417288
199,0.3025335320417288
200,0.3025335320417288
201,0.3025335320417288
202,0.3025335320417288
203,0.3025335320417288
204,0.30402384500745155
205,0.30402384500745155
206,0.30402384500745155
207,0.30402384500745155
208,0.30402384500745155
209,0.3055141579731744
210,0.3055141579731744
211,0.3055141579731744
212,0.3055141579731744
213,0.3055141579731744
214,0.3055141579731744
215,0.3055141579731744
216,0.3055141579731744
217,0.3055141579731744
218,0.3055141579731744
219,0.3055141579731744
220,0.3055141579731744
221,0.3055141579731744
222,0.3055141579731744
223,0.3055141579731744
224,0.30700447093889716
225,0.30700447093889716
226,0.30700447093889716
227,0.30849478390462
228,0.30849478390462
229,0.30849478390462
230,0.30849478390462
231,0.30849478390462
232,0.30849478390462
233,0.30849478390462
234,0.30849478390462
235,0.30998509687034276
236,0.30998509687034276
237,0.30998509687034276
238,0.30998509687034276
239,0.30998509687034276
240,0.3114754098360656
241,0.3114754098360656
242,0.3114754098360656
243,0.3114754098360656
244,0.3114754098360656
245,0.3114754098360656
246,0.3114754098360656
247,0.3114754098360656
248,0.3114754098360656
249,0.3114754098360656
250,0.3114754098360656
251,0.3114754098360656
252,0.3114754098360656
253,0.3114754098360656
254,0.3114754098360656
255,0.3114754098360656
256,0.3114754098360656
257,0.3114754098360656
258,0.3114754098360656
259,0.3114754098360656
260,0.3114754098360656
261,0.3114754098360656
262,0.3114754098360656
263,0.3114754098360656
264,0.3114754098360656
265,0.3114754098360656
266,0.3114754098360656
267,0.3114754098360656
268,0.3114754098360656
269,0.3114754098360656
270,0.3114754098360656
271,0.3114754098360656
272,0.3114754098360656
273,0.3114754098360656
274,0.3114754098360656
275,0.3114754098360656
276,0.3114754098360656
277,0.3114754098360656
278,0.3114754098360656
279,0.3114754098360656
280,0.3114754098360656
281,0.3114754098360656
282,0.3114754098360656
283,0.3114754098360656
284,0.3114754098360656
285,0.31296572280178836
286,0.31296572280178836
287,0.3144560357675112
288,0.3144560357675112
289,0.3144560357675112
290,0.3144560357675112
291,0.3144560357675112
292,0.3144560357675112
293,0.3144560357675112
294,0.3144560357675112
295,0.3144560357675112
296,0.3144560357675112
297,0.3144560357675112
298,0.31594634873323396
299,0.31594634873323396
300,0.31594634873323396
301,0.31594634873323396
302,0.31594634873323396
303,0.31594634873323396
304,0.31594634873323396
305,0.31594634873323396
306,0.31594634873323396
307,0.31594634873323396
308,0.31594634873323396
309,0.31594634873323396
310,0.31594634873323396
311,0.31594634873323396
312,0.31594634873323396
313,0.31594634873323396
314,0.31594634873323396
315,0.31594634873323396
316,0.31594634873323396
317,0.31594634873323396
318,0.31594634873323396
319,0.31594634873323396
320,0.31594634873323396
321,0.31594634873323396
322,0.31594634873323396
323,0.31594634873323396
324,0.3174366616989568
325,0.3174366616989568
326,0.3174366616989568
327,0.3174366616989568
328,0.3174366616989568
329,0.3174366616989568
330,0.3174366616989568
331,0.3174366616989568
332,0.3174366616989568
333,0.3174366616989568
334,0.3174366616989568
335,0.3174366616989568
336,0.3174366616989568
337,0.3174366616989568
338,0.3174366616989568
339,0.3174366616989568
340,0.3174366616989568
341,0.3174366616989568
342,0.3174366616989568
343,0.31892697466467956
344,0.31892697466467956
345,0.31892697466467956
346,0.31892697466467956
347,0.31892697466467956
348,0.31892697466467956
349,0.31892697466467956
350,0.31892697466467956
351,0.31892697466467956
352,0.31892697466467956
353,0.31892697466467956
354,0.31892697466467956
355,0.31892697466467956
356,0.31892697466467956
357,0.31892697466467956
358,0.31892697466467956
359,0.31892697466467956
360,0.31892697466467956
361,0.31892697466467956
362,0.31892697466467956
363,0.31892697466467956
364,0.31892697466467956
365,0.31892697466467956
366,0.31892697466467956
367,0.31892697466467956
368,0.31892697466467956
369,0.3204172876304024
370,0.3204172876304024
371,0.3204172876304024
372,0.3204172876304024
373,0.3204172876304024
374,0.3204172876304024
375,0.3204172876304024
376,0.3204172876304024
377,0.3204172876304024
378,0.3204172876304024
379,0.3204172876304024
380,0.3204172876304024
381,0.3204172876304024
382,0.3204172876304024
383,0.3204172876304024
384,0.3204172876304024
385,0.3204172876304024
386,0.3204172876304024
387,0.3204172876304024
388,0.3204172876304024
389,0.32190760059612517
390,0.32190760059612517
391,0.32190760059612517
392,0.32190760059612517
393,0.32190760059612517
394,0.32190760059612517
395,0.32190760059612517
396,0.32190760059612517
397,0.32190760059612517
398,0.32190760059612517
399,0.32190760059612517
400,0.32190760059612517
401,0.32190760059612517
402,0.32190760059612517
403,0.32190760059612517
404,0.32190760059612517
405,0.32190760059612517
406,0.32190760059612517
407,0.32190760059612517
408,0.32190760059612517
409,0.32190760059612517
410,0.32190760059612517
411,0.32190760059612517
412,0.32190760059612517
413,0.32190760059612517
414,0.32190760059612517
415,0.32190760059612517
416,0.32190760059612517
417,0.32190760059612517
418,0.32190760059612517
419,0.32190760059612517
420,0.32190760059612517
421,0.32190760059612517
422,0.32190760059612517
423,0.32190760059612517
424,0.323397913561848
425,0.323397913561848
426,0.323397913561848
427,0.323397913561848
428,0.323397913561848
429,0.323397913561848
430,0.323397913561848
